Geonr_siste;	GeoNamn_siste;	KomNr;	KommuneNamn;	Geonr_LGG201;	GeoNamn_LGG201;	RHF;	KOSTRAgruppe;	AAR;	Geonr_fra;	Geonamn_fra;	folketal_fra;	befAndel_i_fraGeo;	LGG;	sortnr
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2019;	1940;	Kåfjord;	2097;	1;	LGG003;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2020;	5426;	Kåfjord;	2071;	1;	LGG001;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2020;	5426;	Kåfjord;	2071;	1;	LGG002;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2020;	5426;	Kåfjord;	2071;	1;	LGG003;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2021;	5426;	Kåfjord;	2072;	1;	LGG001;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2021;	5426;	Kåfjord;	2072;	1;	LGG002;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2021;	5426;	Kåfjord;	2072;	1;	LGG003;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2022;	5426;	Kåfjord;	2012;	1;	LGG001;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2022;	5426;	Kåfjord;	2012;	1;	LGG002;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2022;	5426;	Kåfjord;	2012;	1;	LGG003;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2023;	5426;	Kåfjord;	2000;	1;	LGG001;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2023;	5426;	Kåfjord;	2000;	1;	LGG002;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2023;	5426;	Kåfjord;	2000;	1;	LGG003;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2024;	5540;	Kåfjord;	1974;	1;	LGG001;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2024;	5540;	Kåfjord;	1974;	1;	LGG002;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2024;	5540;	Kåfjord;	1974;	1;	LGG003;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2025;	5540;	Kåfjord;	1955;	1;	LGG001;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2025;	5540;	Kåfjord;	1955;	1;	LGG002;	27
5540;	Kåfjord;	5540;	Kåfjord;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2025;	5540;	Kåfjord;	1955;	1;	LGG003;	27
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2010;	1941;	Skjervøy;	2881;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2010;	1941;	Skjervøy;	2881;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2010;	1941;	Skjervøy;	2881;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2011;	1941;	Skjervøy;	2885;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2011;	1941;	Skjervøy;	2885;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2011;	1941;	Skjervøy;	2885;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2012;	1941;	Skjervøy;	2880;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2012;	1941;	Skjervøy;	2880;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2012;	1941;	Skjervøy;	2880;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2013;	1941;	Skjervøy;	2905;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2013;	1941;	Skjervøy;	2905;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2013;	1941;	Skjervøy;	2905;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2014;	1941;	Skjervøy;	2881;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2014;	1941;	Skjervøy;	2881;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2014;	1941;	Skjervøy;	2881;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2015;	1941;	Skjervøy;	2895;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2015;	1941;	Skjervøy;	2895;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2015;	1941;	Skjervøy;	2895;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2016;	1941;	Skjervøy;	2920;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2016;	1941;	Skjervøy;	2920;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2016;	1941;	Skjervøy;	2920;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2017;	1941;	Skjervøy;	2912;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2017;	1941;	Skjervøy;	2912;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2017;	1941;	Skjervøy;	2912;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2018;	1941;	Skjervøy;	2925;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2018;	1941;	Skjervøy;	2925;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2018;	1941;	Skjervøy;	2925;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2019;	1941;	Skjervøy;	2917;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2019;	1941;	Skjervøy;	2917;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2019;	1941;	Skjervøy;	2917;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2020;	5427;	Skjervøy;	2927;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2020;	5427;	Skjervøy;	2927;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2020;	5427;	Skjervøy;	2927;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2021;	5427;	Skjervøy;	2893;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2021;	5427;	Skjervøy;	2893;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2021;	5427;	Skjervøy;	2893;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2022;	5427;	Skjervøy;	2804;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2022;	5427;	Skjervøy;	2804;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2022;	5427;	Skjervøy;	2804;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2023;	5427;	Skjervøy;	2790;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2023;	5427;	Skjervøy;	2790;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2023;	5427;	Skjervøy;	2790;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2024;	5542;	Skjervøy;	2794;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2024;	5542;	Skjervøy;	2794;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2024;	5542;	Skjervøy;	2794;	1;	LGG003;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2025;	5542;	Skjervøy;	2784;	1;	LGG001;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2025;	5542;	Skjervøy;	2784;	1;	LGG002;	40
5542;	Skjervøy;	5542;	Skjervøy;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 6;	2025;	5542;	Skjervøy;	2784;	1;	LGG003;	40
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2010;	1942;	Nordreisa;	4757;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2010;	1942;	Nordreisa;	4757;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2010;	1942;	Nordreisa;	4757;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2011;	1942;	Nordreisa;	4805;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2011;	1942;	Nordreisa;	4805;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2011;	1942;	Nordreisa;	4805;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2012;	1942;	Nordreisa;	4807;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2012;	1942;	Nordreisa;	4807;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2012;	1942;	Nordreisa;	4807;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2013;	1942;	Nordreisa;	4850;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2013;	1942;	Nordreisa;	4850;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2013;	1942;	Nordreisa;	4850;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2014;	1942;	Nordreisa;	4854;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2014;	1942;	Nordreisa;	4854;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2014;	1942;	Nordreisa;	4854;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2015;	1942;	Nordreisa;	4882;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2015;	1942;	Nordreisa;	4882;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2015;	1942;	Nordreisa;	4882;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2016;	1942;	Nordreisa;	4895;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2016;	1942;	Nordreisa;	4895;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2016;	1942;	Nordreisa;	4895;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2017;	1942;	Nordreisa;	4919;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2017;	1942;	Nordreisa;	4919;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2017;	1942;	Nordreisa;	4919;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2018;	1942;	Nordreisa;	4944;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2018;	1942;	Nordreisa;	4944;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2018;	1942;	Nordreisa;	4944;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2019;	1942;	Nordreisa;	4909;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2019;	1942;	Nordreisa;	4909;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2019;	1942;	Nordreisa;	4909;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2020;	5428;	Nordreisa;	4861;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2020;	5428;	Nordreisa;	4861;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2020;	5428;	Nordreisa;	4861;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2021;	5428;	Nordreisa;	4812;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2021;	5428;	Nordreisa;	4812;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2021;	5428;	Nordreisa;	4812;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2022;	5428;	Nordreisa;	4746;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2022;	5428;	Nordreisa;	4746;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2022;	5428;	Nordreisa;	4746;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2023;	5428;	Nordreisa;	4772;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2023;	5428;	Nordreisa;	4772;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2023;	5428;	Nordreisa;	4772;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2024;	5544;	Nordreisa;	4794;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2024;	5544;	Nordreisa;	4794;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2024;	5544;	Nordreisa;	4794;	1;	LGG003;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2025;	5544;	Nordreisa;	4810;	1;	LGG001;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2025;	5544;	Nordreisa;	4810;	1;	LGG002;	37
5544;	Nordreisa;	5544;	Nordreisa;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 5;	2025;	5544;	Nordreisa;	4810;	1;	LGG003;	37
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2010;	1943;	Kvænangen;	1316;	1;	LGG001;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2010;	1943;	Kvænangen;	1316;	1;	LGG002;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2010;	1943;	Kvænangen;	1316;	1;	LGG003;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2011;	1943;	Kvænangen;	1294;	1;	LGG001;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2011;	1943;	Kvænangen;	1294;	1;	LGG002;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2011;	1943;	Kvænangen;	1294;	1;	LGG003;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2012;	1943;	Kvænangen;	1284;	1;	LGG001;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2012;	1943;	Kvænangen;	1284;	1;	LGG002;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2012;	1943;	Kvænangen;	1284;	1;	LGG003;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2013;	1943;	Kvænangen;	1245;	1;	LGG001;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2013;	1943;	Kvænangen;	1245;	1;	LGG002;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2013;	1943;	Kvænangen;	1245;	1;	LGG003;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2014;	1943;	Kvænangen;	1234;	1;	LGG001;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2014;	1943;	Kvænangen;	1234;	1;	LGG002;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2014;	1943;	Kvænangen;	1234;	1;	LGG003;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2015;	1943;	Kvænangen;	1226;	1;	LGG001;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2015;	1943;	Kvænangen;	1226;	1;	LGG002;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2015;	1943;	Kvænangen;	1226;	1;	LGG003;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2016;	1943;	Kvænangen;	1231;	1;	LGG001;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2016;	1943;	Kvænangen;	1231;	1;	LGG002;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2016;	1943;	Kvænangen;	1231;	1;	LGG003;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2017;	1943;	Kvænangen;	1233;	1;	LGG001;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2017;	1943;	Kvænangen;	1233;	1;	LGG002;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2017;	1943;	Kvænangen;	1233;	1;	LGG003;	30
5546;	Kvænangen;	5546;	Kvænangen;	OPT19;	Universitetssykehuset i Nord-Norge HF;	Helse Nord;	Kostragr 15;	2018;	1943;	Kvænangen;	1224;	1;	LGG001;	30
